edad,ingresos_mensuales,antiguedad_meses,gasto_anual,visitas_web_mes,puntuacion_satisfaccion,region,canal_preferido,estado_civil,tipo_membresia,segmento_cliente
29,2500,42,4849.62,13,7.9,Norte,Tienda,Casado,Plata,Bajo
30,2500,9,3676,13,5.9,Centro,Web,Casado,Basica,Muy_bajo
57,2500,74,3041.05,17,7.1,Centro,Tienda,,Basica,Alto
45,3131.84,29,10781.54,6,,Centro,App_movil,Soltero,Platino,Premium
36,2500,52,4655.71,10,5.3,Norte,Tienda,Soltero,Basica,Muy_bajo
33,2500,31,2849.84,6,7.5,Centro,Tienda,Casado,Basica,Muy_bajo
26,4152.63,12,4517.82,6,8.1,Sur,,Soltero,Basica,Medio
48,2500,10,2851.38,11,5,Sureste,App_movil,Casado,Basica,Muy_bajo
51,2500,6,3959.11,3,5.6,Sureste,Web,Casado,Plata,Muy_bajo
35,2500,34,4276.76,13,5.9,Sur,Tienda,Casado,Basica,Muy_bajo
40,2500,69,2486.82,5,7.3,Sureste,Tienda,Casado,Basica,Bajo
43,5149.55,80,6099.16,0,7.4,Occidente,App_movil,Soltero,Plata,Medio
45,4643.89,54,6673.07,5,5.6,Norte,Web,Casado,Basica,Bajo
47,2500,29,3685.22,8,10,Centro,App_movil,Casado,Basica,Bajo
26,3848.68,18,6367.53,12,4.8,Sureste,App_movil,Soltero,Basica,Bajo
36,2802.52,48,6112.71,12,6.2,Sureste,App_movil,Soltero,Basica,Medio
33,3144.54,22,3707.31,17,6.2,Norte,Tienda,Divorciado,Basica,Medio
18,4860.7,0,7128.2,24,9.1,Norte,App_movil,Soltero,Basica,Medio
39,4202.55,40,4049.83,4,6.4,Norte,Web,Casado,Basica,Muy_bajo
56,2500,100,5562.05,8,6,Norte,Tienda,Casado,Oro,Medio
46,2500,76,5254.54,8,6.3,Sureste,Telefono,Casado,Oro,Alto
49,2500,104,7976.54,14,8.2,Sur,Tienda,Soltero,Plata,Alto
18,5914.17,0,10146.53,,7.9,Centro,App_movil,Soltero,Basica,Muy_bajo
36,2500,45,2991.84,7,10,Centro,Tienda,Soltero,Basica,Medio
55,3363.08,77,6172.84,11,5.1,Occidente,Web,Casado,Basica,Medio
27,2500,30,5388.35,9,6.8,Centro,Tienda,Soltero,Oro,Medio
50,2500,,4502.66,6,7.2,Centro,App_movil,Casado,Basica,Bajo
46,15035.38,83,21174.37,,6,Occidente,App_movil,Soltero,Basica,Alto
49,3316.47,8,4137.44,3,6.1,Sureste,,Casado,Basica,Muy_bajo
52,3361.52,85,4868.65,12,3.5,Centro,Tienda,Union_libre,Basica,Medio
26,2853.63,19,4918.91,14,7.7,Sur,App_movil,Casado,Basica,Muy_bajo
51,2500,87,6305.21,16,6.3,Centro,App_movil,Casado,Plata,Medio
50,2500,40,3294.25,12,7.1,Sur,Web,Casado,Basica,Bajo
40,3084.45,24,6130.29,14,3.9,Sur,Tienda,Casado,Oro,Medio
36,2500,55,6682.89,15,8.6,Occidente,App_movil,Casado,Plata,Alto
39,6527.39,59,14251.51,14,6.9,Sureste,Tienda,Casado,Oro,Premium
52,3658.06,81,7440.44,0,5.9,Centro,App_movil,Viudo,,Medio
28,2500,29,4369.52,9,5.6,Occidente,Tienda,Union_libre,Basica,Muy_bajo
42,2522.46,0,5916.7,19,4.8,Centro,App_movil,Soltero,Basica,Muy_bajo
22,3656.6,4,4150.95,11,4.7,Occidente,Web,Soltero,Basica,Muy_bajo
49,5590.19,69,5664.75,1,7.2,Occidente,App_movil,Casado,Basica,Medio
28,2500,12,6116.22,9,8.1,Sur,Tienda,Soltero,Oro,Alto
29,7794.42,37,11354.26,10,,Sureste,Web,Casado,Plata,Alto
38,4448.52,25,6717.61,17,7.8,Centro,App_movil,Casado,Plata,Medio
36,2500,39,4216.62,13,6.8,Centro,App_movil,Casado,Basica,Muy_bajo
20,2500,0,4741.87,11,8.6,Norte,App_movil,Soltero,Basica,Muy_bajo
18,2500,19,3384.18,1,5.3,Sur,,Soltero,Basica,Muy_bajo
25,7823.25,0,19644.73,11,6.4,Centro,Tienda,Casado,Platino,Premium
46,3951.63,82,7164.96,13,7.2,Norte,App_movil,Casado,Basica,Medio
19,3065.45,0,4556.71,12,3.6,Sureste,App_movil,Soltero,Basica,Muy_bajo
44,4599.02,75,7866.12,14,7.7,Centro,App_movil,Casado,Basica,Medio
45,2500,12,3053.18,16,7.5,Occidente,Telefono,Casado,Basica,Bajo
23,3489.39,19,5974.5,14,9.4,Occidente,Web,Soltero,Oro,Alto
37,2500,36,4377.73,10,8,Occidente,Tienda,Casado,Plata,Bajo
18,5227.43,0,9412.72,3,6.5,Occidente,Web,Casado,Plata,Bajo
43,3450.88,40,6408.76,2,6.1,Occidente,App_movil,Casado,Plata,Bajo
46,2500,27,4354.52,9,7.2,Centro,Web,Soltero,Plata,Bajo
51,2500,48,5396.94,9,9,Occidente,Tienda,Casado,Plata,Bajo
18,5295.67,7,4756.37,6,7.8,Centro,Tienda,Casado,Basica,Muy_bajo
53,3378.38,77,9571.54,11,5.7,Sur,App_movil,Casado,Oro,Alto
45,5773.17,66,7169.77,20,6.3,Occidente,Telefono,Divorciado,Basica,Medio
,3920.07,30,732553.54,1,8.5,Sureste,App_movil,Soltero,Basica,Premium
44,2500,2,2864.65,1,5.4,Norte,Web,Soltero,Basica,Muy_bajo
24,4962.84,9,6029.2,2,,Centro,App_movil,Casado,Basica,Muy_bajo
25,2500,3,3591.35,8,5.8,Sur,Telefono,Casado,Plata,Muy_bajo
46,6835,89,7735.94,,8.8,Sureste,Web,Union_libre,Basica,Alto
22,6717.6,26,10346.56,6,6,Centro,Tienda,Soltero,Plata,Bajo
33,4536.22,30,4924.15,10,6.6,Sureste,App_movil,Casado,Basica,Bajo
46,4601.12,10,7172.52,14,8.2,Centro,App_movil,,Plata,Bajo
23,3574.28,0,8363.83,14,5.2,Sur,App_movil,Casado,Plata,Bajo
42,6976.27,18,10340.83,8,8.6,Norte,Tienda,Casado,Plata,Bajo
30,7729.05,37,10656.17,0,4.8,Norte,Tienda,Soltero,Oro,Alto
52,3889.82,21,3282.92,11,6,Sureste,App_movil,,Basica,Bajo
18,2500,2,3077.94,12,8.3,Sureste,Tienda,Union_libre,Basica,Muy_bajo
70,2500,106,5387.13,12,3.7,Sur,Web,Soltero,Basica,Medio
33,2500,6,4115.84,16,8,Norte,Tienda,Soltero,Basica,Muy_bajo
27,2500,31,3996.97,10,6.3,Sur,Tienda,Soltero,Basica,Muy_bajo
50,11147.05,14,24087.46,13,8.1,Sur,App_movil,Casado,Oro,Premium
30,3370.08,18,6236.24,10,7.1,Norte,Tienda,Union_libre,Plata,Bajo
31,2500,17,,5,4.2,Sur,Tienda,Divorciado,Plata,Muy_bajo
35,6227.15,5,11087.75,8,8.5,Centro,Tienda,Divorciado,Oro,Premium
66,3173.7,127,12757.05,7,6.4,Centro,App_movil,Casado,Oro,Premium
73,2500,57,4461.09,7,6.8,Centro,Web,Casado,Basica,Bajo
39,2500,34,4069.64,8,4.4,,App_movil,Soltero,Plata,Muy_bajo
26,3185.49,14,7300.24,10,,Occidente,Tienda,Soltero,Oro,Bajo
,2514.78,7,8408.27,14,6.5,Occidente,Web,Soltero,,Medio
28,3969.2,13,6146.33,19,8.8,Centro,Web,Casado,Basica,Muy_bajo
,3637,,6435.81,17,8.6,Centro,App_movil,Soltero,Basica,Bajo
47,2500,0,3106.6,10,7.2,Sur,Tienda,Soltero,Basica,Muy_bajo
54,2500,13,5060.74,10,8.9,Occidente,Web,Union_libre,Plata,Bajo
23,4128.43,19,6571.3,7,7.9,Sureste,Web,Casado,Plata,Muy_bajo
41,2552.81,51,9781.39,4,8.6,Centro,Tienda,Soltero,Platino,Premium
28,3305.61,1,5071.57,12,6.8,Norte,Tienda,Soltero,Basica,Muy_bajo
43,3122.68,69,4641.98,9,8,Norte,Web,Casado,,Medio
32,2500,25,5385.36,10,7.5,Norte,App_movil,Casado,Plata,Bajo
55,3293.55,1,8441.81,9,7.6,Occidente,Web,,Oro,Alto
46,4184.78,37,7077.53,8,6.9,Occidente,Tienda,Casado,Platino,Premium
35,2500,12,3086.98,5,8,Centro,Web,Casado,Basica,Muy_bajo
53,7933.74,110,12544.55,7,8.8,Centro,Web,Casado,Plata,Alto
53,4809.52,90,8927.19,8,6.1,Sureste,App_movil,Casado,Plata,Medio
25,3688.19,4,6553.05,16,5.6,Occidente,Web,Soltero,Basica,Muy_bajo
41,2500,10,5805.3,17,6.4,Sur,App_movil,Soltero,Oro,Bajo
35,5553.08,14,8488.65,12,5.6,Centro,App_movil,Casado,Basica,Muy_bajo
26,4119.1,9,7329.19,13,6.1,Sur,Tienda,Casado,Plata,Muy_bajo
36,3108,15,3885.6,2,8.7,Norte,Tienda,Divorciado,Basica,Muy_bajo
35,5076.05,44,8416.1,14,8.8,Sureste,Web,Union_libre,Plata,Alto
26,8387.72,18,12546.47,12,9.2,Occidente,Web,Divorciado,Oro,Alto
18,2958.15,7,6096.46,2,7,Occidente,App_movil,Casado,Oro,Medio
37,3512.6,28,4278.05,12,4.6,Sureste,Web,Soltero,Basica,Muy_bajo
45,3005.88,39,4581.12,12,6,Sureste,App_movil,Divorciado,Basica,Muy_bajo
42,2702.78,37,3828.03,6,7.7,Sur,App_movil,Casado,Basica,Bajo
33,3086.29,40,10181.54,,5.2,Occidente,Tienda,Casado,Oro,Alto
46,2623.86,17,,16,7.7,Centro,Tienda,Casado,Basica,Muy_bajo
34,3787.85,8,9588.79,20,9.2,Occidente,App_movil,Casado,Plata,Bajo
43,2557.62,0,4695.45,13,4.6,Centro,Tienda,Casado,Plata,Muy_bajo
23,2500,16,2819.38,8,7.5,Centro,Web,Union_libre,Basica,Muy_bajo
31,2500,22,4190.43,12,8.6,Sur,Web,Soltero,Basica,Muy_bajo
28,4594.99,0,10415.33,7,6.5,Sur,App_movil,Casado,Platino,Alto
20,3411.62,1,5819.54,4,7,Norte,Tienda,Union_libre,Oro,Medio
25,7770.82,0,14281.49,12,9.3,Occidente,Web,Soltero,Oro,Alto
39,2500,8,9431.71,19,7.9,Centro,App_movil,Casado,Oro,Bajo
29,2500,33,5892.81,13,9.5,Norte,Tienda,Viudo,Oro,Alto
35,3609.76,38,6308.6,9,6.7,Sur,Web,Casado,Plata,Medio
49,2500,76,3787.98,3,6.2,Sureste,App_movil,Soltero,Basica,Muy_bajo
40,3687.17,70,8132.64,18,6.8,Centro,Telefono,Casado,Plata,Medio
53,6626.84,95,10766.05,6,8.1,Occidente,Tienda,Soltero,Oro,Alto
63,7433.14,119,10535.14,11,4.5,Norte,Tienda,Soltero,Basica,Alto
45,3519.51,48,5782.6,5,6.4,Occidente,Tienda,Casado,Plata,Medio
24,,34,6575.6,10,6.7,Occidente,Web,Soltero,Oro,Alto
51,2556.56,70,7492.98,4,8.1,Sur,App_movil,Casado,Oro,Premium
64,2500,53,2847.34,5,5.3,Centro,Tienda,Soltero,Basica,Bajo
36,,11,5066.44,1,7.8,Centro,Tienda,Soltero,Plata,Bajo
31,5516.41,29,5982.92,3,6.4,Occidente,Telefono,Soltero,Plata,Bajo
18,4461.93,0,6504.26,4,7,Sur,Web,Soltero,Oro,Medio
28,3562.35,0,8523.28,13,5.1,Sur,Web,Casado,Plata,Muy_bajo
28,,13,7553.42,8,6,Occidente,Tienda,Casado,Oro,Medio
30,2793.76,11,3368.14,4,6.4,Centro,Telefono,Casado,Plata,Bajo
33,5956.4,40,6399.77,3,6.6,Centro,Tienda,Soltero,Basica,Bajo
20,4305.44,6,1144206.82,7,5.6,Sureste,App_movil,Casado,Oro,Premium
29,3780.51,8,6336.5,4,8.1,Occidente,Web,Casado,Plata,Muy_bajo
50,3011.79,4,4381.76,3,8.5,Sur,App_movil,Union_libre,Plata,Muy_bajo
65,2500,,3141.63,6,8.8,Norte,App_movil,Soltero,Plata,Muy_bajo
20,2877.18,15,5392.14,10,7.2,Sur,App_movil,Casado,Plata,Medio
49,,66,5781.56,10,4.2,Sur,Web,Casado,Plata,Muy_bajo
36,3125.56,27,4293.58,7,6.9,Sur,App_movil,Casado,Basica,Muy_bajo
38,2500,16,5913.16,18,6.4,Centro,App_movil,Casado,Plata,Bajo
46,2500,20,3785.63,3,2.8,Centro,Web,Soltero,,Muy_bajo
26,2500,28,4971.66,13,6,Centro,Tienda,Union_libre,Plata,Bajo
30,3062.86,19,5010.22,11,7.2,Norte,App_movil,Soltero,Basica,Muy_bajo
32,3703.55,36,436078.63,16,7.9,Norte,Web,Casado,Basica,Premium
30,3181.32,56,6123.62,13,8.8,Sureste,App_movil,Soltero,Plata,Medio
32,2500,0,1870.14,13,6,Occidente,Tienda,Viudo,Basica,Muy_bajo
18,2500,0,2395.35,10,6.4,Norte,Telefono,Divorciado,Basica,Muy_bajo
59,4794.81,38,5834,10,5.1,Norte,Tienda,Union_libre,Basica,Bajo
58,7919.65,67,25832.22,24,6.9,Centro,Tienda,Union_libre,Platino,Premium
,3860.31,53,5446.1,13,6.4,Norte,Tienda,Soltero,Plata,Medio
26,5352.05,2,5145.5,14,6.9,Occidente,Tienda,Soltero,Basica,Bajo
42,5010.87,,5694.62,20,8.1,Centro,Web,Divorciado,Basica,Medio
28,5071.07,31,7432.8,11,5.4,Centro,App_movil,Soltero,Basica,Bajo
25,6286.48,0,6462.62,9,4.2,Occidente,Tienda,Divorciado,Basica,Muy_bajo
22,4850.77,8,10812.91,12,8.4,Occidente,Tienda,Casado,Oro,Alto
63,3324.16,95,14523.18,8,4.9,Centro,Web,Soltero,Platino,Premium
34,4414.63,46,11369.13,19,,Norte,App_movil,Casado,Oro,Alto
43,2500,75,5527,7,7.8,Norte,App_movil,Union_libre,Plata,Medio
51,6110.14,60,7786.28,11,7.2,Centro,Web,Soltero,Plata,Muy_bajo
38,2500,56,3957.87,,9.1,Norte,Telefono,Union_libre,Basica,Medio
32,6074.83,0,8318.1,7,8.5,Norte,App_movil,Casado,Basica,Bajo
53,2500,54,2778.97,0,8,Centro,Telefono,Casado,Plata,Medio
33,2500,10,4139.63,5,8.3,Sur,App_movil,Soltero,Plata,Muy_bajo
28,2500,30,4513.69,7,6.7,Sureste,Tienda,Casado,Plata,Muy_bajo
40,2500,31,3292.15,12,8.1,Sureste,Telefono,Casado,Basica,Bajo
48,5131.99,0,13517.69,14,,Centro,Tienda,Casado,Platino,Premium
48,4589.99,0,8770.68,18,6.6,Sur,Tienda,Soltero,Plata,Medio
69,5979.66,23,15747.12,14,5.1,Sureste,App_movil,Soltero,Oro,Medio
38,2973.37,16,4525.67,3,2.8,Sureste,App_movil,Casado,Plata,Muy_bajo
37,3861.16,4,609932.96,9,7.3,Sur,Web,Casado,Plata,Premium
18,3440.7,2,8480.73,12,6.7,Centro,Tienda,Divorciado,Oro,Alto
43,4068.64,16,9472.44,,8.2,Sureste,App_movil,Casado,Plata,Medio
30,2514.96,15,7548.63,6,7.6,Centro,App_movil,Soltero,Oro,Alto
41,2965.01,45,4354.85,12,7.1,Occidente,App_movil,Casado,Basica,Medio
32,8726.07,4,8573.66,7,7.4,Occidente,Web,Casado,Plata,Bajo
31,4259.42,21,4186.63,,7.7,Norte,App_movil,Soltero,Basica,Muy_bajo
20,4984.11,0,6250.55,13,5.5,Norte,Tienda,Casado,Basica,Muy_bajo
38,6384.2,17,7386.68,11,6,Centro,Telefono,Casado,Plata,Medio
43,4298.86,66,11137.37,10,8.3,Centro,App_movil,Soltero,Plata,Medio
38,2500,73,5427.35,10,5.1,,Tienda,Divorciado,Oro,Alto
28,5906.06,13,14473.07,5,8.1,Centro,App_movil,Casado,Oro,Medio
45,3811.98,33,6119.9,187,6,Sur,Tienda,Soltero,Plata,Muy_bajo
41,3687.31,11,12190.54,16,5.5,Sureste,App_movil,Soltero,Platino,Alto
18,5544.67,0,9895.33,0,6.4,Norte,Telefono,Soltero,Platino,Alto
36,6999.76,1,16847.22,10,9,Occidente,App_movil,Union_libre,Oro,Alto
23,3637.7,17,4370.8,10,7.4,Sur,App_movil,Casado,Basica,Muy_bajo
55,7428.33,93,9743.44,9,7,Occidente,Tienda,Casado,Basica,Alto
56,2500,55,2770.84,5,8.5,Occidente,Telefono,Casado,Basica,Bajo
34,,13,13801.76,17,8,Occidente,App_movil,Divorciado,Oro,Alto
35,2500,42,4109.55,14,9.4,Centro,Tienda,Casado,Plata,Medio
58,278660.09,80,7553.17,11,5.5,Centro,Tienda,Union_libre,Oro,Premium
30,4306.63,39,7560.42,5,8.4,Occidente,Telefono,Casado,Oro,Medio
45,2500,33,7072.52,7,8.1,Centro,Web,Union_libre,Oro,Alto
30,4403.99,0,2440.02,1,3.4,Centro,Web,Soltero,Basica,Muy_bajo
53,3782.75,111,4409.78,3,6.1,Occidente,Web,Divorciado,Basica,Alto
41,20340.73,35,14200.37,26,5.9,Sureste,Tienda,Casado,Basica,Medio
43,2963.84,59,5123.6,16,8.3,Centro,Tienda,Soltero,Basica,Medio
20,2500,0,3359.78,8,7.2,Sur,Web,Soltero,Basica,Muy_bajo
45,4920.21,79,19707.65,14,9.8,Sur,App_movil,Divorciado,Platino,Premium
18,7343.53,9,8329.55,8,9.2,Centro,App_movil,Soltero,Basica,Medio
37,4359.98,26,14682.31,7,6.5,Norte,Web,Casado,Platino,Alto
46,2941.63,19,4199.63,4,7.4,Norte,App_movil,Casado,Plata,Muy_bajo
28,2500,16,2469.46,2,9.3,Sureste,Telefono,Divorciado,Basica,Bajo
58,,97,6421.97,12,4.6,Norte,Tienda,Union_libre,Basica,Medio
23,5270.02,1,5793.76,,7.6,Occidente,Tienda,Casado,Basica,Bajo
37,2584.34,32,5263.22,9,8.6,Norte,Web,Casado,Plata,Medio
41,2729.3,65,3494.61,,9.2,Sureste,Web,Casado,Basica,Medio
41,2500,65,4002.16,0,7.8,Sur,App_movil,Soltero,Plata,Medio
25,2500,28,5122.17,6,4.8,Sur,App_movil,Union_libre,Plata,Muy_bajo
38,2500,18,4830.57,19,9.7,Centro,Tienda,Casado,Basica,Bajo
35,3207,6,10465.28,16,9.2,Centro,Tienda,Divorciado,Oro,Alto
25,2500,8,4537.66,12,4.7,Occidente,App_movil,Soltero,Plata,Muy_bajo
38,3771.15,38,7396.02,18,7.8,Centro,Web,Casado,Plata,Medio
54,2500,74,6577.56,19,8,Occidente,Web,Casado,Plata,Medio
29,3524.66,9,11211.27,13,7.2,Centro,App_movil,Union_libre,Oro,Alto
69,3622.21,23,8471.2,16,8.3,Centro,App_movil,Soltero,Platino,Alto
49,2500,49,5750.68,11,5,Centro,App_movil,Casado,Basica,Muy_bajo
73,4282.55,99,11625,15,5.7,Norte,Web,Casado,Oro,Premium
42,9951.41,14,14291.07,,6.9,Sureste,Web,Union_libre,Plata,Bajo
64,2500,46,4202.39,,4.1,Sur,Tienda,Casado,Plata,Muy_bajo
18,2500,0,3951.06,11,6.9,Occidente,Web,Casado,Basica,Muy_bajo
43,5753.07,43,8256.51,5,6,Sur,Tienda,Divorciado,Plata,Medio
31,3006.73,34,2872.89,6,6.8,Sur,App_movil,Casado,Basica,Muy_bajo
19,5482.33,0,7092.91,12,8.5,Sur,Web,Casado,Basica,Muy_bajo
52,3953.2,,6148.8,12,6.2,Norte,Tienda,Soltero,Basica,Alto
37,2500,21,7584.5,21,7.2,Centro,Web,Soltero,Oro,Alto
43,4655.84,17,8535.38,8,9.6,Occidente,Telefono,Casado,Plata,Medio
42,3492.1,71,3111.18,0,4.1,Sur,Tienda,Union_libre,Basica,Bajo
47,7316.12,69,13780.75,12,7.6,Occidente,Web,Union_libre,Plata,Alto
21,3759.46,0,3580.15,14,5.9,Sur,Web,Casado,Basica,Muy_bajo
48,16976.3,96,21246.43,20,3.8,Norte,App_movil,Soltero,Basica,Alto
46,6840.78,9,13062.47,14,5.2,Centro,App_movil,Union_libre,Plata,Medio
42,6209.99,13,11994.17,3,5.4,Sureste,Tienda,Union_libre,Oro,Alto
19,3801.95,0,3419.92,7,10,Norte,Web,Casado,Basica,Muy_bajo
48,4003.68,72,5460.37,14,7.3,,Web,Union_libre,Basica,Medio
55,4581.91,61,4893.59,6,7.9,Norte,App_movil,Casado,Basica,Medio
33,2500,48,7093.92,10,7.2,Sureste,Tienda,Soltero,Oro,Alto
18,2894.2,7,5042.47,9,6.7,Centro,App_movil,Casado,Basica,Muy_bajo
51,2500,73,3914.47,7,3.4,Centro,Tienda,Casado,Basica,Muy_bajo
38,2547.93,2,4038.38,7,6.4,,Telefono,Soltero,Plata,Muy_bajo
26,2500,26,2497.41,2,8.4,Occidente,Tienda,Soltero,Basica,Bajo
40,2500,24,3801.88,11,9.7,Centro,Tienda,Union_libre,Plata,Bajo
28,4290.86,19,6454.33,17,7.9,Sur,,Divorciado,Basica,Medio
24,11792.92,9,13231.59,17,6.2,Norte,Telefono,Soltero,Plata,Medio
51,6698.08,34,8277.83,18,6.5,Centro,Tienda,Casado,Basica,Bajo
36,,15,4610.12,5,6.4,Occidente,Telefono,Casado,Basica,Bajo
35,2500,33,7637.65,10,5.4,Sur,App_movil,Casado,Oro,Medio
29,2500,35,3193.86,10,6.1,Norte,Web,Divorciado,Basica,Muy_bajo
31,4112.35,0,5702.47,13,5.9,Occidente,Tienda,,Basica,Muy_bajo
47,2500,61,4016.39,9,6.9,Occidente,Telefono,Soltero,Basica,Medio
31,2817.02,46,2803.14,3,7.7,Occidente,Telefono,Casado,Basica,Muy_bajo
49,2500,40,,7,4.6,Sur,App_movil,Casado,Plata,Muy_bajo
51,6266.76,0,6848.14,0,8.2,Norte,App_movil,Casado,Basica,Bajo
59,19708.19,1,12566.62,11,8,Sur,Tienda,Soltero,Basica,Medio
33,2500,39,4819.31,10,6,Sur,Tienda,Casado,Basica,Muy_bajo
44,3819.49,84,10561.54,10,7,Sur,Tienda,Union_libre,Oro,Alto
25,3506.61,25,5577.05,16,5.8,Occidente,Tienda,Soltero,Plata,Bajo
41,2500,63,3577.69,5,9.5,Sur,Tienda,Soltero,Basica,Alto
51,7429.72,43,11716.37,12,5.7,Sureste,Web,Casado,Basica,Bajo
46,14342.55,0,20537.57,12,,Norte,Web,Casado,Basica,Medio
60,3276.06,71,9529.63,10,9.5,Centro,App_movil,Casado,Oro,Alto
54,2500,52,,9,5.3,Centro,Tienda,Casado,Plata,Muy_bajo
51,4110.09,65,11811.97,15,6.8,Norte,Tienda,Casado,Platino,Premium
53,119568.15,23,10899.74,11,7.1,Centro,Tienda,Casado,Oro,Premium
51,6831.04,51,8076.61,11,6.7,Sureste,Tienda,Casado,Basica,Medio
50,2528.66,44,4338.38,13,2.8,Norte,Web,Union_libre,Basica,Muy_bajo
45,3900.72,26,3209.79,13,5.6,Occidente,Tienda,Divorciado,Basica,Muy_bajo
23,3170.01,6,2777.2,6,6.6,Sureste,Tienda,Soltero,Basica,Muy_bajo
29,4007.38,4,5447.59,12,7.1,Norte,Tienda,Soltero,Basica,Muy_bajo
34,3858.52,50,,9,10,Norte,Web,Soltero,Basica,Medio
33,2500,43,2488.54,11,8.1,Sur,Telefono,Soltero,Basica,Muy_bajo
39,2500,28,8402.18,10,5.6,Centro,Web,Casado,Oro,Bajo
,4246.51,0,15147.99,16,9.5,Norte,Tienda,Casado,Platino,Premium
28,2500,33,10180.72,10,4.9,Sureste,App_movil,Union_libre,Platino,Premium
18,7416.83,8,7051.6,9,7.5,Sureste,Tienda,Soltero,Basica,Bajo
43,2500,65,3999.84,12,7.1,Centro,Tienda,,Basica,Bajo
38,3180.74,20,3274.79,15,7.9,Centro,,Soltero,Basica,Muy_bajo
45,2500,42,3572.53,7,6.9,Centro,App_movil,Casado,Basica,Bajo
42,6552.69,29,5677.88,14,8.8,Sur,Tienda,Casado,Basica,Bajo
44,4061.42,91,5220.63,3,8,Sureste,Web,Soltero,Basica,Medio
62,,66,3374.04,7,6.8,Sur,Tienda,Soltero,Basica,Bajo
51,9141.25,,8038.05,5,8.1,Centro,Web,Casado,Basica,Alto
21,,0,6247.44,8,6.9,Norte,App_movil,Soltero,Plata,Muy_bajo
46,2500,39,5733.51,8,8,Sureste,Web,Casado,Plata,Muy_bajo
41,2500,31,4785.47,15,6.7,Centro,Tienda,Soltero,Plata,Bajo
,2500,36,9641.07,12,6.6,Occidente,App_movil,Union_libre,Platino,Premium
26,2669.54,0,3852.55,9,6.7,Norte,App_movil,Soltero,Basica,Muy_bajo
38,3070.17,65,2946.58,0,5.8,Centro,Tienda,Soltero,Basica,Bajo
36,2500,29,4196.55,9,5.3,Sur,Web,Casado,Basica,Muy_bajo
46,,20,8459.43,16,7,,Tienda,Casado,Plata,Muy_bajo
61,3909.16,65,5618.03,6,7,Sureste,Tienda,Casado,Plata,Alto
40,2500,41,6844.06,12,8.9,Norte,App_movil,Soltero,Oro,Alto
38,2500,33,7243.25,7,9,Occidente,Tienda,Soltero,Platino,Premium
44,3262.46,47,3992.37,4,4,Occidente,Tienda,Union_libre,Basica,Medio
18,4115.62,0,9332.53,11,5.7,Centro,Tienda,Soltero,Platino,Alto
19,2500,10,5570.12,20,4.7,Occidente,Web,Viudo,Plata,Muy_bajo
34,2743.55,8,3135.78,15,7.4,Centro,Telefono,Casado,Basica,Bajo
72,2500,3,6345.83,15,7.1,Occidente,App_movil,Casado,Plata,Muy_bajo
31,3289.37,34,4627.29,0,6.8,Centro,Web,Soltero,Basica,Medio
46,4236.44,101,9111.84,5,5.5,Centro,App_movil,Casado,Plata,Medio
18,5475.82,4,6209.38,8,5.8,Centro,Web,Divorciado,Basica,Muy_bajo
48,4613.53,35,5782.49,9,6.8,Sur,Web,Divorciado,Basica,Bajo
42,2500,53,888529.12,8,5.2,Occidente,Web,Soltero,Plata,Premium
57,2771.4,7,,12,6.1,Norte,Tienda,Soltero,Plata,Bajo
37,3609.4,52,5737.94,6,6,Sur,Tienda,Casado,Plata,Bajo
52,3818.71,21,7289.89,5,5.5,,Web,Casado,Oro,Alto
19,4058.7,0,5962.14,3,10,Sureste,Tienda,Union_libre,Plata,Muy_bajo
40,3808.18,5,4196.88,,9.5,Centro,App_movil,Casado,Plata,Muy_bajo
37,2506.36,62,3712.31,4,7.2,Centro,Tienda,Soltero,Basica,Medio
58,2500,7,5559.5,12,5.8,Norte,Web,Soltero,Plata,Muy_bajo
30,4967.92,40,10990.32,7,9,Norte,Web,Soltero,Platino,Premium
51,,88,4999.12,4,5.5,Centro,Tienda,Casado,Plata,Premium
33,2500,0,4813.36,13,6.1,Sureste,Tienda,Soltero,Plata,Muy_bajo
26,2500,0,2392.79,9,6.4,Centro,Telefono,Casado,Basica,Muy_bajo
39,2500,43,,8,7.4,Sur,App_movil,Casado,Basica,Muy_bajo
40,2500,33,3381.81,14,7,Centro,App_movil,Casado,Basica,Muy_bajo
18,4520.94,1,4242.46,3,7.1,Centro,Tienda,Union_libre,Basica,Muy_bajo
53,3318.54,68,13946.78,14,6.7,Sureste,App_movil,Soltero,Platino,Premium
27,3739.19,0,,,7.8,Sureste,App_movil,Soltero,Oro,Alto
30,2500,28,4086.21,5,5.4,Centro,Tienda,Soltero,Basica,Bajo
30,2911.03,22,5443.21,,6,Centro,Web,Casado,Basica,Muy_bajo
40,3217.63,9,5285.66,11,6.8,Sur,App_movil,Casado,Basica,Muy_bajo
43,2500,66,6433.28,13,5.3,Norte,Tienda,Union_libre,Platino,Premium
18,,2,11704.55,10,6.5,Centro,App_movil,Casado,Platino,Premium
46,2500,92,10884.15,11,7.2,Occidente,App_movil,Casado,Platino,Premium
62,5232.64,15,4640.44,5,5.5,Norte,Tienda,Union_libre,Basica,Muy_bajo
44,2500,27,6964.86,20,7.9,Occidente,Tienda,Union_libre,Oro,Medio
45,3054.31,51,4705.44,9,6.1,Centro,Web,Casado,Plata,Bajo
38,2500,0,,7,5.4,Sur,Tienda,Casado,Platino,Medio
